"thread_id","created_at","last_at","elapsetime"
"985997249718935633","13-06-2022 20:01:03","17-06-2022 12:14:12",317589
"983130614771363922","05-06-2022 22:10:05","07-06-2022 17:30:19",156014
"994011166449876992","05-07-2022 22:45:30","07-07-2022 13:54:38",140948
"984532523562438726","09-06-2022 19:00:45","11-06-2022 09:30:17",138572
"983826659910221884","07-06-2022 20:15:54","09-06-2022 10:18:22",136948
